document_id,sentence_id,start_token_id,end_token_id,entity_text,predicted_entity_type,ner_score,reliability_score
EXP-1798-01-04-a-i0005,5,349,352,Val de-Travers,LOC,0.9610187411308287,1
EXP-1798-02-15-a-i0004,5,74,79,"Jean'""Fréderic / Stnuffer",PERS,0.6497563719749451,1
EXP-1798-02-15-a-i0004,7,150,150,Gendre,PERS,0.5311172604560852,1
EXP-1798-02-15-a-i0004,7,162,163,Mlle.,PERS,0.846808671951294,1
EXP-1798-02-15-a-i0004,8,164,164,Eckard,PERS,0.8108812570571899,1
EXP-1798-02-15-a-i0004,8,167,169,rue des Moulins,LOC,0.963811695575714,1
EXP-1798-02-15-a-i0004,8,185,186,demoiselle Eckard,PERS,0.753350555896759,1
EXP-1798-02-15-a-i0004,22,436,436,Neuchatel,LOC,0.9793153405189514,1
EXP-1798-02-15-a-i0004,23,457,464,"Jean-Frédéric Borel, maître charpentier à",PERS,0.9304547905921936,1
EXP-1798-02-15-a-i0004,23,465,466,Couve t,LOC,0.4973275661468506,0
EXP-1798-02-15-a-i0004,29,511,516,"M. Rougemont, commissaire général",PERS,0.9676105380058287,1
EXP-1798-02-15-a-i0004,33,578,581,sieur Quartier _^,PERS,0.6816313862800598,1
EXP-1798-02-15-a-i0004,40,710,710,Neuchatel,LOC,0.8959600925445557,1
EXP-1798-02-15-a-i0004,40,712,712,_,LOC,0.8237074613571167,0
EXP-1798-02-15-a-i0004,40,713,713,Chaumont,LOC,0.9411969780921936,1
EXP-1798-02-15-a-i0004,41,730,732,Jean Pierre Baxdet,PERS,0.9157435297966005,1
EXP-1798-02-15-a-i0004,43,763,763,noble,ORG,0.8235937356948853,0
EXP-1798-02-15-a-i0004,43,764,768,Compagnie des Marchands de Neuchatel,ORG,0.8114641904830933,1
EXP-1798-02-15-a-i0004,44,795,798,M. Henri Gigaud,PERS,0.895296037197113,1
EXP-1798-02-15-a-i0004,44,810,812,M. Ghatenay,PERS,0.8954125642776489,1
EXP-1798-02-15-a-i0004,44,822,826,M. le greffier Péter,PERS,0.7939386963844299,1
EXP-1808-09-01-a-i0001,0,97,101,Chaux-de-Fonds,LOC,0.6924605369567871,1
EXP-1808-09-01-a-i0001,0,112,115,Henri Jean-Maire,PERS,0.938480257987976,1
EXP-1808-09-01-a-i0001,0,126,130,Chaùx-de-Fonds,LOC,0.8854331374168396,1
EXP-1808-09-01-a-i0001,2,165,168,Henri Jean-Maire,PERS,0.9640556573867798,1
EXP-1808-09-01-a-i0001,2,171,175,Reine née Robert-Nicoud,PERS,0.9319483637809752,1
EXP-1808-09-01-a-i0001,5,257,260,Chaux-de Fonds,LOC,0.5092273950576782,1
EXP-1808-09-01-a-i0001,7,269,269,Henriette,PERS,0.969880759716034,1
EXP-1808-09-01-a-i0001,7,275,282,sieur cap itaine-lieutenant Jaques Henri Boûrquin,PERS,0.98091322183609,1
EXP-1808-09-01-a-i0001,7,286,286,Jacob,PERS,0.9786089062690736,1
EXP-1808-09-01-a-i0001,7,289,290,Jaques Guye,PERS,0.9859910011291504,1
EXP-1808-09-01-a-i0001,7,293,293,Verrières,LOC,0.8229244947433472,1
EXP-1808-09-01-a-i0001,7,301,305,Cote-aux-Fées,LOC,0.9558762907981871,1
EXP-1808-09-01-a-i0001,7,328,328,Verrières,LOC,0.9390349984169006,1
EXP-1808-09-01-a-i0001,7,338,341,M. Charles Cousandièr,PERS,0.9819475412368774,1
EXP-1808-09-01-a-i0001,8,406,406,Verrières,LOC,0.9227697253227234,1
EXP-1808-09-01-a-i0001,8,409,414,i 5 Août 1 S 08,TIME,0.9238091111183168,0
EXP-1808-09-01-a-i0001,11,423,425,"JEAHJAQUET, greffier",PERS,0.9053537249565125,1
EXP-1808-09-01-a-i0001,13,437,441,sieur Charles-Henri vêpre,PERS,0.9917320609092712,1
EXP-1808-09-01-a-i0001,13,445,449,demoiselle Julie-Valérie Bonvêpre,PERS,0.990675151348114,1
EXP-1808-09-01-a-i0001,13,455,455,feu,PERS,0.7803125977516174,0
EXP-1808-09-01-a-i0001,13,456,469,"M. Charles-Guillaume Bonvêpre, membre du Grand-Conseil et hôpitalier",PERS,0.9462822675704956,1
EXP-1808-09-01-a-i0001,13,474,474,damé,PERS,0.9561511278152466,1
EXP-1808-09-01-a-i0001,13,475,479,"Susanne Petitpierre, sa veuve",PERS,0.8273945450782776,0
EXP-1808-09-01-a-i0001,13,483,483,Neuchatel,PERS,0.8272391557693481,0
EXP-1808-09-01-a-i0001,13,492,492,Conseil,ORG,0.563197135925293,0
EXP-1808-09-01-a-i0001,15,546,546,Neuchatel,LOC,0.9256593585014344,1
EXP-1808-09-01-a-i0001,15,611,611,Neuchatel,LOC,0.7658007144927979,1
EXP-1808-09-01-a-i0001,15,622,626,ancien d'é glise,PERS,0.6697840094566345,0
EXP-1808-09-01-a-i0001,15,627,630,Jonas Bes 6 on,PERS,0.8983264565467834,1
EXP-1808-09-01-a-i0001,15,634,634,Engolon,LOC,0.8943156003952026,1
EXP-1808-09-01-a-i0001,19,661,662,Henri Favre,PERS,0.9925697445869446,1
EXP-1808-09-01-a-i0001,19,665,665,Villard,LOC,0.8531439304351807,1
EXP-1808-09-01-a-i0001,19,671,675,Jeanne-Marie née Morel,PERS,0.9706171154975892,1
EXP-1808-09-01-a-i0001,19,679,682,Jean-Daniel Favre,PERS,0.9918352961540222,1
EXP-1808-09-01-a-i0001,19,755,755,Valangin,LOC,0.8500444889068604,1
EXP-1808-09-01-a-i0001,20,792,792,Valangin,PERS,0.5173428058624268,0
EXP-1808-09-01-a-i0001,21,797,798,Marianne Perrenoud,PERS,0.983275592327118,1
EXP-1808-09-01-a-i0001,21,801,801,la,LOC,0.6846578121185303,1
EXP-1808-09-01-a-i0001,21,802,802,Sagne,LOC,0.6803772449493408,1
EXP-1808-09-01-a-i0001,21,807,808,Jacob Perrenoud,PERS,0.9789225459098816,1
EXP-1808-09-01-a-i0001,21,812,814,Judith née Jaquet,PERS,0.9291400909423828,1
EXP-1808-09-01-a-i0001,22,833,833,Neuchatel,PERS,0.9244251251220704,0
EXP-1808-09-01-a-i0001,22,839,839,du,TIME,0.6001183390617371,0
EXP-1808-09-01-a-i0001,22,840,843,7 Août 179 8,TIME,0.825031578540802,0
EXP-1808-09-01-a-i0001,25,1038,1038,Neuchatel,LOC,0.739152193069458,1
EXP-1808-09-01-a-i0001,25,1059,1059,_,LOC,0.515080451965332,1
EXP-1808-09-01-a-i0001,25,1060,1060,Sagoe,LOC,0.6141000986099243,1
EXP-1808-09-01-a-i0001,26,1067,1067,MONTES,LOC,0.7034478783607483,0
EXP-1808-09-01-a-i0001,27,1086,1086,voitnr,PERS,0.5300242900848389,1
EXP-1808-09-01-a-i0001,27,1087,1088,Louis Floquet,PERS,0.7828235626220703,1
EXP-1808-09-01-a-i0001,27,1114,1114,Yverdon,LOC,0.7265508770942688,1
EXP-1808-09-01-a-i0001,28,1173,1173,_,LOC,0.6057750582695007,0
EXP-1808-09-01-a-i0001,28,1174,1174,Yveidon,LOC,0.8991311192512512,1
EXP-1808-09-01-a-i0001,29,1186,1188,"AUBERJOSOIS, président",PERS,0.93392813205719,1
EXP-1808-09-01-a-i0001,31,1192,1196,"F. COREVOïT, greffier",PERS,0.9193150997161864,1
EXP-1808-09-01-a-i0001,35,1253,1255,Plan de Serriere,LOC,0.8767714500427246,1
EXP-1808-09-01-a-i0001,35,1264,1267,Serriere d'ubère,LOC,0.8435357809066772,0
EXP-1808-09-01-a-i0001,38,1285,1292,M. le capitaine Jacobel de' vent,PERS,0.6623072028160095,0
EXP-1808-09-01-a-i0001,40,1360,1360,Charrier,PERS,0.4138124585151672,0
EXP-1808-09-01-a-i0001,40,1365,1365,village,LOC,0.633812665939331,0
EXP-1808-09-01-a-i0001,40,1367,1367,Colombier,LOC,0.6978515982627869,1
EXP-1808-09-01-a-i0001,43,1415,1415,Colombier,LOC,0.8206105828285217,1
EXP-1808-09-01-a-i0001,43,1433,1436,M. ne Charrière,PERS,0.9266973733901978,1
EXP-1808-09-01-a-i0001,43,1442,1442,Colombier,LOC,0.88490891456604,1
EXP-1808-09-01-a-i0001,43,1456,1456,Bôle,LOC,0.9330641627311708,1
EXP-1808-09-01-a-i0001,43,1458,1458,Colombier,LOC,0.9367980360984802,1
EXP-1808-09-01-a-i0001,44,1483,1483,Preyla,LOC,0.911135733127594,1
EXP-1808-09-01-a-i0001,44,1496,1496,Chatenaya,LOC,0.8754875659942627,1
EXP-1808-09-01-a-i0001,47,1511,1515,sieurs Jean-David Mauley,PERS,0.858952522277832,1
EXP-1808-09-01-a-i0001,47,1518,1519,Jean Confesse,PERS,0.9611368179321288,1
EXP-1808-09-01-a-i0001,47,1535,1536,Félix Tinembart,PERS,0.9716196656227112,1
EXP-1808-09-01-a-i0001,47,1568,1568,Bevaix,LOC,0.9404589533805848,1
EXP-1808-09-01-a-i0001,47,1599,1599,Neuchatel,LOC,0.8739801049232483,1
EXP-1808-09-01-a-i0001,52,1694,1694,Bevaix,LOC,0.9410765767097472,1
EXP-1808-09-01-a-i0001,52,1696,1700,le ï 3 Août 1808,TIME,0.851876974105835,0
EXP-1808-09-01-a-i0001,55,1712,1714,"PERNET, greffier",PERS,0.8663548231124878,1
EXP-1808-09-01-a-i0001,58,1723,1725,M. Roy,PERS,0.938082218170166,1
EXP-1828-06-12-a-i0001,1,3,9,Noble et vertueux César d'Ivernois,PERS,0.7712305784225464,0
EXP-1828-06-12-a-i0001,1,18,18,Colombier,LOC,0.8972005248069763,0
EXP-1828-06-12-a-i0001,1,35,36,Samuel Huguenin,PERS,0.8924077749252319,1
EXP-1828-06-12-a-i0001,2,89,89,Par,LOC,0.5148718357086182,0
EXP-1828-06-12-a-i0001,4,106,107,AL Fiançois,PERS,0.9351130723953248,1
EXP-1828-06-12-a-i0001,5,109,109,Racle,PERS,0.5273054838180542,1
EXP-1828-06-12-a-i0001,5,112,112,Neuveville,LOC,0.9190513491630554,1
EXP-1828-06-12-a-i0001,5,120,120,Berne,LOC,0.959908962249756,1
EXP-1828-06-12-a-i0001,5,125,126,année 1824,TIME,0.5682464241981506,0
EXP-1828-06-12-a-i0001,5,144,149,3 1 Août igî _?,TIME,0.6919445395469666,1
EXP-1828-06-12-a-i0001,6,160,160,Fribourg,LOC,0.652831494808197,1
EXP-1828-06-12-a-i0001,6,162,162,Suisse,LOC,0.892084538936615,1
EXP-1828-06-12-a-i0001,8,217,217,Berne,LOC,0.711791455745697,1
EXP-1828-06-12-a-i0001,10,426,429,le 2 Juillet 1828,TIME,0.9549156427383424,0
EXP-1828-06-12-a-i0001,11,437,444,Al. le juge civil Freudo'nreich,PERS,0.7394353747367859,1
EXP-1828-06-12-a-i0001,11,454,454,Berne,LOC,0.6916371583938599,0
EXP-1828-06-12-a-i0001,11,481,481,.,PERS,0.5352787971496582,0
EXP-1828-06-12-a-i0001,12,482,483,François Racle,PERS,0.9269296526908876,0
EXP-1828-06-12-a-i0001,12,486,486,Neuveville,LOC,0.9559457898139954,0
EXP-1828-06-12-a-i0001,12,493,493,Berne,LOC,0.972198247909546,1
EXP-1828-06-12-a-i0001,16,574,581,"Freudenreich, lieutenant d'Avoyer de la",PERS,0.709285318851471,1
EXP-1828-06-12-a-i0001,16,582,582,fecture,PERS,0.6314560770988464,1
EXP-1828-06-12-a-i0001,16,584,584,Berne,LOC,0.5590352416038513,0
EXP-1828-06-12-a-i0001,16,587,587,Berne,LOC,0.8467574119567871,1
EXP-1828-06-12-a-i0001,16,588,591,le 30 Avril 1828,TIME,0.9063003659248352,0
EXP-1828-06-12-a-i0001,16,596,596,aM,PERS,0.5181899070739746,0
EXP-1828-06-12-a-i0001,16,597,597,.,PERS,0.6388555765151978,0
EXP-1828-06-12-a-i0001,18,601,603,"signéKocH, avocat",PERS,0.6056703329086304,1
EXP-1828-06-12-a-i0001,22,970,973,le 10 Juin 1828,TIME,0.9522491693496704,0
EXP-1828-06-12-a-i0001,23,975,975,Par,LOC,0.5148718357086182,0
EXP-1828-06-12-a-i0001,24,977,991,"lesecrétairc-de-viUe et président de la Commission de santé, G .",PERS,0.9702404737472534,1
EXP-1828-06-12-a-i0001,30,1089,1090,St.,LOC,0.8698916435241699,1
EXP-1828-06-12-a-i0001,32,1117,1117,Fischer,PERS,0.7085792422294617,1
EXP-1828-06-12-a-i0001,32,1123,1123,Cerlier,LOC,0.7535147666931152,0
EXP-1828-06-12-a-i0001,32,1130,1130,J,PERS,0.6942201852798462,1
EXP-1828-06-12-a-i0001,32,1132,1132,HARTMANN,PERS,0.7661201357841492,1
EXP-1828-06-12-a-i0001,34,1156,1161,AL le Comte Louis de Pourtalès,PERS,0.9002557992935181,1
EXP-1828-06-12-a-i0001,34,1164,1164,Pont,LOC,0.5447795987129211,1
EXP-1828-06-12-a-i0001,38,1225,1226,erfaux Pont,LOC,0.3915105760097503,0
EXP-1828-06-12-a-i0001,39,1239,1242,M. de Aleuron,PERS,0.8924346566200256,1
EXP-1828-06-12-a-i0001,39,1276,1276,Auvernier,LOC,0.6500824093818665,1
EXP-1828-06-12-a-i0001,39,1291,1291,Corcelles,LOC,0.6590306162834167,1
EXP-1828-06-12-a-i0001,41,1332,1332,A,PERS,0.6395455598831177,1
EXP-1828-06-12-a-i0001,41,1335,1335,ern,PERS,0.504650354385376,1
EXP-1828-06-12-a-i0001,41,1346,1346,-,PERS,0.4444713890552521,0
EXP-1828-06-12-a-i0001,41,1358,1358,St,LOC,0.4930951595306396,1
EXP-1828-06-12-a-i0001,42,1360,1360,Biaise,LOC,0.8475611805915833,1
EXP-1828-06-12-a-i0001,42,1374,1374,Voëns,LOC,0.6215158104896545,1
EXP-1828-06-12-a-i0001,42,1378,1378,Enges,LOC,0.6672135591506958,1
EXP-1828-06-12-a-i0001,45,1502,1502,Valangin,LOC,0.8262330889701843,1
EXP-1828-06-12-a-i0001,48,1588,1588,Ostervald,LOC,0.6290437579154968,0
EXP-1828-06-12-a-i0001,49,1637,1637,Globe,PROD,0.6778627038002014,1
EXP-1828-06-12-a-i0001,49,1640,1641,Revue britannique,PROD,0.5380436182022095,1
EXP-1828-06-12-a-i0001,53,1681,1681,Arrows,PERS,0.5582433342933655,1
EXP-1828-06-12-a-i0001,54,1692,1694,B. Viguerie,PERS,0.9538227319717408,1
EXP-1828-06-12-a-i0001,55,1703,1703,Brockhaus,PERS,0.6244720816612244,1
EXP-1828-06-12-a-i0001,56,1711,1713,Gilbas de Santillane,PERS,0.7832767367362976,0
EXP-1828-06-12-a-i0001,56,1717,1717,LeSage,PERS,0.9200116991996764,1
EXP-1828-06-12-a-i0001,64,1777,1777,Sie,PERS,0.6018292903900146,1
EXP-1828-06-12-a-i0001,64,1778,1778,Quinche,PERS,0.676419734954834,1
EXP-1828-06-12-a-i0001,64,1785,1785,place,LOC,0.5099632143974304,1
EXP-1828-06-12-a-i0001,64,1805,1805,Neuchâtel,LOC,0.8553450703620911,1
EXP-1828-06-12-a-i0001,64,1808,1811,Al. le châtelain,PERS,0.689693033695221,1
EXP-1828-06-12-a-i0001,64,1812,1812,Alonvert,PERS,0.7340980172157288,1
EXP-1828-06-12-a-i0001,68,1847,1847,14,PERS,0.5143424868583679,0
EXP-1828-06-12-a-i0001,68,1849,1851,J. Dorn,PERS,0.7804811000823975,1
EXP-1828-06-12-a-i0001,68,1855,1859,Croix-du-marché,LOC,0.8967084884643555,0
EXP-1828-06-12-a-i0001,68,1871,1871,Alulhouse,LOC,0.8332411646842957,0
EXP-1828-06-12-a-i0001,73,1961,1961,Mul,LOC,0.6840149760246277,1
EXP-1828-06-12-a-i0001,74,2068,2068,Chine,LOC,0.8570027947425842,1
EXP-1828-06-12-a-i0001,78,2122,2123,Julie Steiner,PERS,0.8149352669715881,1
EXP-1828-06-12-a-i0001,80,2175,2175,Florence,LOC,0.7784035801887512,1
EXP-1828-06-12-a-i0001,80,2191,2193,M veuve Ben,PERS,0.6204230785369873,1
EXP-1828-06-12-a-i0001,81,2199,2201,Aleuron-Perret,LOC,0.7785606980323792,0
EXP-1828-06-12-a-i0001,83,2210,2214,"Alatthey, bottier du Roi",PERS,0.9655046463012696,1
EXP-1828-06-12-a-i0001,83,2234,2234,Paris,LOC,0.9943143725395204,1
EXP-1828-06-12-a-i0001,86,2282,2282,Hav,LOC,0.7539041042327881,0
EXP-1828-06-12-a-i0001,90,2320,2325,"AI "" -Jeanrenaud-Racle",PERS,0.925434947013855,1
EXP-1828-06-12-a-i0001,91,2336,2336,Inde,LOC,0.831773579120636,1
EXP-1828-06-12-a-i0001,93,2349,2350,Fanchette Philippin,PERS,0.9171699285507202,1
EXP-1828-06-12-a-i0001,93,2353,2353,Neubourg,LOC,0.9682170748710632,0
EXP-1828-06-12-a-i0001,96,2401,2409,"Jean Schlatter, fermier de M. de Luze",PERS,0.8331745266914368,0
EXP-1828-06-12-a-i0001,96,2412,2415,Prés de _Reuse,LOC,0.8782171010971069,1
EXP-1828-06-12-a-i0001,99,2454,2454,Marti,PERS,0.9692931175231934,1
EXP-1828-06-12-a-i0001,100,2473,2473,Ga,PERS,0.5750513672828674,0
EXP-1828-06-12-a-i0001,100,2476,2476,Sablon,LOC,0.5416205525398254,0
EXP-1828-06-12-a-i0001,101,2509,2509,Palerme,LOC,0.882559061050415,1
EXP-1828-06-12-a-i0001,101,2513,2514,Al Wittnauer,PERS,0.703278124332428,1
EXP-1828-06-12-a-i0001,101,2518,2520,Grand'rue,LOC,0.6866491436958313,0
EXP-1828-06-12-a-i0001,102,2526,2526,vre,ORG,0.4124267399311065,0
EXP-1828-06-12-a-i0001,102,2528,2528,Wattel,ORG,0.4508499205112457,0
EXP-1828-06-12-a-i0001,102,2547,2547,Dijon,LOC,0.868276834487915,1
EXP-1828-06-12-a-i0001,107,2644,2645,Samuel Dubois,PERS,0.9847500324249268,1
EXP-1828-06-12-a-i0001,107,2648,2648,Colombier,LOC,0.98709899187088,1
EXP-1828-06-12-a-i0001,110,2664,2666,château de Vaumarcus,LOC,0.8394405245780945,0
EXP-1828-06-12-a-i0001,112,2671,2673,M. Preud,PERS,0.7007664442062378,1
EXP-1828-06-12-a-i0001,112,2676,2677,-Favarger,PERS,0.5419119596481323,1
EXP-1828-06-12-a-i0001,115,2779,2779,Petvel,PERS,0.6516158580780029,1
EXP-1828-06-12-a-i0001,115,2789,2789,Col,LOC,0.73267662525177,1
EXP-1828-06-12-a-i0001,115,2798,2798,Nice,LOC,0.8940352201461792,1
EXP-1828-06-12-a-i0001,115,2801,2801,Provence,LOC,0.8177356123924255,1
EXP-1828-06-12-a-i0001,115,2807,2807,Alaille,LOC,0.5865113735198975,0
EXP-1828-06-12-a-i0001,115,2811,2811,Paris,LOC,0.8940243124961853,1
EXP-1828-06-12-a-i0001,118,2839,2843,DeLuzc-De-Luze,LOC,0.8985316157341003,0
EXP-1828-06-12-a-i0001,118,2847,2851,Croix-du-marché,LOC,0.9066193699836732,0
EXP-1858-05-08-a-i0001,2,23,24,Aug.,PERS,0.6281425356864929,1
EXP-1858-05-08-a-i0001,3,27,29,Ecuyer-Pœllon,PERS,0.6783119440078735,1
EXP-1858-05-08-a-i0001,3,48,51,Jaques-Henri Favre,PERS,0.8962302207946777,1
EXP-1858-05-08-a-i0001,3,74,74,Neuchâtel,LOC,0.93568354845047,1
EXP-1858-05-08-a-i0001,7,127,127,Locle,LOC,0.9748782515525818,1
EXP-1858-05-08-a-i0001,7,135,138,Frédéric-Auguste Mathey,PERS,0.8375893235206604,1
EXP-1858-05-08-a-i0001,7,144,144,Locle,LOC,0.9746781587600708,1
EXP-1858-05-08-a-i0001,7,160,160,Locle,LOC,0.9731281399726868,1
EXP-1858-05-08-a-i0001,7,187,187,Locle,LOC,0.9739022254943848,1
EXP-1858-05-08-a-i0001,8,225,225,Locle,LOC,0.9608379006385804,1
EXP-1858-05-08-a-i0001,9,258,258,Locle,LOC,0.8131121397018433,1
EXP-1858-05-08-a-i0001,9,279,279,L,PERS,0.4738171696662903,1
EXP-1858-05-08-a-i0001,9,281,286,' -Edouard Uuguenin-Witillcmiii,PERS,0.6577576398849487,1
EXP-1858-05-08-a-i0001,9,289,289,Locle,LOC,0.9476184844970704,1
EXP-1858-05-08-a-i0001,9,298,298,Locle,LOC,0.9565459489822388,1
EXP-1858-05-08-a-i0001,9,303,305,Charles-Frédéric,PERS,0.8279626965522766,1
EXP-1858-05-08-a-i0001,9,335,335,Locle,LOC,0.9562679529190063,1
EXP-1858-05-08-a-i0001,10,374,379,Louis-Edouard Hugiieiiin-Wuille,PERS,0.6053881049156189,1
EXP-1858-05-08-a-i0001,10,409,409,Locle,LOC,0.8102520108222961,1
EXP-1858-05-08-a-i0001,11,454,454,Locle,LOC,0.7741665840148926,1
EXP-1858-05-08-a-i0001,11,475,478,Jules relet-Courvoisicr,PERS,0.8927399516105652,1
EXP-1858-05-08-a-i0001,11,482,482,Locle,LOC,0.956185817718506,1
EXP-1858-05-08-a-i0001,11,487,488,Philibert Pcrrelet,PERS,0.9501699805259703,1
EXP-1858-05-08-a-i0001,11,496,496,Locle,LOC,0.9732020497322084,1
EXP-1858-05-08-a-i0001,11,526,526,Locle,LOC,0.9557977318763732,1
EXP-1858-05-08-a-i0001,12,564,564,lo,PERS,0.4732029139995575,1
EXP-1858-05-08-a-i0001,12,565,568,Jules Perrelet-Courvoisicr,PERS,0.7517397403717041,1
EXP-1858-05-08-a-i0001,12,595,595,Locle,LOC,0.8720955848693848,1
EXP-1858-05-08-a-i0001,13,639,643,Chaux-de-Fonds,LOC,0.8636838793754578,1
EXP-1858-05-08-a-i0001,13,663,664,Charles Bastide,PERS,0.9013376832008362,1
EXP-1858-05-08-a-i0001,14,694,694,en,PERS,0.5905981063842773,1
EXP-1858-05-08-a-i0001,14,695,696,Ch.,PERS,0.6239626407623291,1
EXP-1858-05-08-a-i0001,15,716,720,Chaux-de-Fonds,LOC,0.7150488495826721,1
EXP-1858-05-08-a-i0001,15,775,777,de-Fonds,LOC,0.5965308547019958,1
EXP-1858-05-08-a-i0001,16,812,816,Chaux-de-Fonds,LOC,0.860736608505249,1
EXP-1858-05-08-a-i0001,16,832,833,Simon Fournier,PERS,0.8313423991203308,1
EXP-1858-05-08-a-i0001,16,844,848,Chaux-de-Fonds,LOC,0.8937327265739441,1
EXP-1858-05-08-a-i0001,17,863,863,Fournier,PERS,0.9514225721359252,1
EXP-1858-05-08-a-i0001,17,883,887,Chaux-de-Fonds,LOC,0.9076350331306458,1
EXP-1858-05-08-a-i0001,17,928,932,Chaux-de-Fonds,LOC,0.899853527545929,1
EXP-1858-05-08-a-i0001,19,977,980,Henri-François Duvanel,PERS,0.8765361905097961,1
EXP-1858-05-08-a-i0001,19,987,989,Brot-Dessous,LOC,0.7664763927459717,1
EXP-1858-05-08-a-i0001,19,1012,1012,Boudry,LOC,0.9339429140090942,1
EXP-1858-05-08-a-i0001,21,1064,1071,"i toyen Henri-François Duvanel, né",PERS,0.8244726657867432,0
EXP-1868-04-22-a-i0042,1,7,9,Grande-Bretagne,LOC,0.9356608390808104,1
EXP-1868-04-22-a-i0042,2,12,21,"Sir Strafford Norlhcole, secrétaire d'Elat des colonies",PERS,0.9279335737228394,1
EXP-1868-04-22-a-i0042,2,26,28,sir Robert Napier,PERS,0.9688510894775392,1
EXP-1868-04-22-a-i0042,2,36,36,Lait,LOC,0.593381404876709,0
EXP-1868-04-22-a-i0042,2,48,48,Lait,PERS,0.4674177467823028,0
EXP-1868-04-22-a-i0042,2,68,68,général,PERS,0.6450265049934387,1
EXP-1868-04-22-a-i0042,2,69,69,Slaveley,PERS,0.878878116607666,1
EXP-1868-04-22-a-i0042,2,115,115,Magdala,LOC,0.9870880842208862,1
EXP-1868-04-22-a-i0042,2,122,123,colonel Payre,PERS,0.8424482345581055,1
EXP-1868-04-22-a-i0042,2,134,134,Thédoros,PERS,0.9555764198303224,1
EXP-1868-04-22-a-i0042,2,138,138,Magdala,LOC,0.9861408472061156,1
EXP-1868-04-22-a-i0042,2,169,169,àSalford,LOC,0.8899946808815002,1
EXP-1868-04-22-a-i0042,4,197,198,M Pocbin,PERS,0.8763836622238159,1
EXP-1868-04-22-a-i0042,4,204,204,Salford,LOC,0.9341044425964355,1
EXP-1868-04-22-a-i0042,5,212,212,France,LOC,0.977099359035492,1
EXP-1868-04-22-a-i0042,7,236,236,département,LOC,0.5182771682739258,0
EXP-1868-04-22-a-i0042,7,240,240,Hérault,LOC,0.7890669703483582,1
EXP-1868-04-22-a-i0042,7,244,246,Montagne-Noire,LOC,0.9714211225509644,1
EXP-1868-04-22-a-i0042,7,254,254,Avignon,LOC,0.956753671169281,1
EXP-1868-04-22-a-i0042,8,272,272,vall,LOC,0.509813666343689,1
EXP-1868-04-22-a-i0042,8,273,274,du Rhône,LOC,0.6611974239349365,1
EXP-1868-04-22-a-i0042,8,282,282,Provence,LOC,0.907357692718506,1
EXP-1868-04-22-a-i0042,8,285,287,Bas-Languedoc,LOC,0.965935230255127,1
EXP-1868-04-22-a-i0042,12,317,317,Berne,LOC,0.9542118906974792,1
EXP-1868-04-22-a-i0042,14,350,350,Valais,LOC,0.7334635257720947,1
EXP-1868-04-22-a-i0042,15,372,374,Haul-Valaîs,LOC,0.9737328290939332,1
EXP-1868-04-22-a-i0042,15,378,378,Sion,LOC,0.9829895496368408,1
EXP-1868-04-22-a-i0042,15,382,382,Amérique,LOC,0.9865358471870422,1
EXP-1868-04-22-a-i0042,16,418,420,Buénos-Ayrcs,LOC,0.9901121258735656,1
EXP-1868-04-22-a-i0042,16,423,423,Montevideo,LOC,0.9879339337348938,1
EXP-1868-04-22-a-i0042,16,435,437,Amérique du Sud,LOC,0.9880158305168152,1
EXP-1868-04-22-a-i0042,18,458,458,NEUCHATEL,LOC,0.9233832359313964,1
