document_id,sentence_id,start_token_id,end_token_id,split,ner_score,calibrated_score,alpha_0,alpha_1,alpha_2,alpha_3
EXP-1908-01-21-a-i0053,0,21,21,test,6.761270014976617e-06,0.00020154575759079307,0.2115372270345688,0.5056931376457214,0.08334289491176605,0.19942671060562134
EXP-1908-01-21-a-i0053,0,22,24,test,0.9672032594680786,0.6022388339042664,0.13085554540157318,0.5453922748565674,0.11274561285972595,0.21100656688213348
EXP-1908-01-21-a-i0053,0,25,25,test,7.150441092562687e-07,5.9637045524141286e-06,0.3579690456390381,0.0456526093184948,0.4661312401294708,0.13024699687957764
EXP-1908-01-21-a-i0053,0,26,27,test,0.2752598524093628,4.256076499586925e-05,0.27987200021743774,0.17279306054115295,0.20399366319179535,0.34334129095077515
EXP-1908-01-21-a-i0053,0,28,28,test,4.907677976007108e-06,1.4570426856153063e-06,0.23518529534339905,0.44767501950263977,0.086739681661129,0.23040005564689636
EXP-1908-01-21-a-i0053,0,29,29,test,1.4050639038032386e-05,0.000508084602188319,0.16422317922115326,0.28898194432258606,0.16517361998558044,0.38162127137184143
EXP-1908-01-21-a-i0053,0,30,30,test,0.7774028778076172,0.9239932894706726,0.005645193625241518,0.9500585198402405,0.0045211645774543285,0.03977511078119278
EXP-1908-01-21-a-i0053,0,31,31,test,6.902708946654457e-07,5.942341090303671e-07,0.2255171686410904,0.3160177171230316,0.15425658226013184,0.3042086064815521
EXP-1908-01-21-a-i0053,0,32,32,test,1.480395167163806e-05,3.821147038252093e-05,0.32343927025794983,0.23571732640266418,0.22395724058151245,0.21688614785671234
EXP-1908-01-21-a-i0053,0,33,34,test,0.0016252920031547546,1.5486531992792152e-05,0.19437600672245026,0.238744854927063,0.1526082158088684,0.41427090764045715
EXP-1908-01-21-a-i0053,0,35,35,test,5.055117640040407e-07,1.0396970537840389e-05,0.18867485225200653,0.47019410133361816,0.08593349903821945,0.25519752502441406
EXP-1908-01-21-a-i0053,0,36,36,test,6.527812729473226e-06,7.54149368731305e-05,0.22822245955467224,0.19447804987430573,0.24223774671554565,0.3350617587566376
EXP-1908-01-21-a-i0053,0,37,37,test,0.8465105295181274,0.001516810734756291,0.2660169303417206,0.2138461023569107,0.1620512157678604,0.3580857217311859
EXP-1908-01-21-a-i0053,0,39,39,test,3.405928282518289e-06,2.2943723365642654e-08,0.294592022895813,0.511189877986908,0.044079191982746124,0.15013891458511353
EXP-1908-01-21-a-i0053,0,40,40,test,5.060549028712558e-07,6.789975304855034e-05,0.15881194174289703,0.4166219234466553,0.11174292862415314,0.31282320618629456
EXP-1908-01-21-a-i0053,0,41,42,test,3.0920384688215563e-06,1.1621919071558295e-07,0.4492090046405792,0.1364702433347702,0.19021189212799072,0.22410883009433746
EXP-1908-01-21-a-i0053,0,43,43,test,2.3602124201715924e-06,2.8453246159187984e-07,0.2705020606517792,0.47312071919441223,0.062251485884189606,0.19412583112716675
EXP-1908-01-21-a-i0053,0,44,44,test,0.9272778630256653,0.9187700748443604,0.010211842134594917,0.7693328857421875,0.0209959764033556,0.19945929944515228
EXP-1908-01-21-a-i0053,0,45,45,test,4.812442710999676e-08,1.5225134575302945e-07,0.2773727774620056,0.12228938937187195,0.3043726980686188,0.2959651052951813
EXP-1908-01-21-a-i0053,0,46,48,test,2.513137133064447e-06,4.656547389458865e-05,0.19397062063217163,0.28612780570983887,0.18537376821041107,0.33452779054641724
EXP-1908-01-21-a-i0053,0,49,49,test,1.2726383147310116e-06,0.0005527075263671577,0.10930889844894409,0.3067743480205536,0.17913024127483368,0.4047865569591522
EXP-1908-01-21-a-i0053,0,50,51,test,2.1818493678438244e-06,0.016777638345956802,0.2663346230983734,0.24581076204776764,0.26596686244010925,0.22188778221607208
EXP-1908-01-21-a-i0053,0,52,53,test,0.9868218302726746,0.16932329535484314,0.0677516907453537,0.4445762038230896,0.09132502973079681,0.39634713530540466
EXP-1908-01-21-a-i0053,0,54,54,test,4.356464614829747e-06,1.4821043805568479e-05,0.21011137962341309,0.22738371789455414,0.22097238898277283,0.34153255820274353
EXP-1908-01-21-a-i0053,0,55,59,test,0.8544062376022339,1.7453554391977377e-05,0.28108152747154236,0.09855993092060089,0.2762240469455719,0.34413450956344604
EXP-1908-01-21-a-i0053,0,60,60,test,7.811969226168003e-06,4.144907870795578e-05,0.20816917717456818,0.489317923784256,0.08957726508378983,0.2129357010126114
EXP-1908-01-21-a-i0053,0,61,61,test,1.799654091882985e-05,0.029436342418193817,0.10546378791332245,0.623451828956604,0.061042819172143936,0.21004150807857513
EXP-1908-01-21-a-i0053,0,62,63,test,0.38464298844337463,0.8802146315574646,0.09619300812482834,0.6594288349151611,0.05250364914536476,0.19187451899051666
EXP-1908-01-21-a-i0053,1,64,64,test,0.0,0.5415952801704407,0.09430933743715286,0.6049715876579285,0.05978503078222275,0.24093399941921234
EXP-1908-01-21-a-i0053,2,65,65,test,0.0007905146921984851,0.7823817729949951,0.05944082885980606,0.7064982652664185,0.04489407688379288,0.18916676938533783
EXP-1908-01-21-a-i0053,2,66,66,test,1.6452564523206092e-05,0.0012615126324817538,0.19086486101150513,0.23614443838596344,0.2340792417526245,0.3389114439487457
EXP-1908-01-21-a-i0053,2,67,67,test,0.0022052640561014414,0.0015187612734735012,0.03329926356673241,0.8196051716804504,0.016966918483376503,0.1301286816596985
EXP-1908-01-21-a-i0053,2,68,68,test,0.9752264022827148,0.6674391627311707,0.013660826720297337,0.8258119821548462,0.023430729284882545,0.1370965540409088
EXP-1908-01-21-a-i0053,2,69,69,test,1.740020479701343e-06,0.3899356424808502,0.08896230161190033,0.659512996673584,0.044304270297288895,0.20722049474716187
EXP-1908-01-21-a-i0053,2,70,70,test,2.346650217077695e-05,0.00437175715342164,0.0699862539768219,0.5472216010093689,0.06541340053081512,0.3173786997795105
EXP-1908-01-21-a-i0053,2,71,71,test,0.9898248314857483,0.9679457545280457,0.0013043954968452454,0.9732498526573181,0.002146335318684578,0.023299483582377434
EXP-1908-01-21-a-i0053,2,73,73,test,1.3413411579676904e-05,2.6673430397750053e-07,0.48249366879463196,0.03980734199285507,0.3836077153682709,0.0940912589430809
EXP-1908-01-21-a-i0053,2,74,76,test,0.01616937853395939,0.00015341179096139967,0.3263140916824341,0.07890258729457855,0.40763118863105774,0.18715211749076843
EXP-1908-01-21-a-i0053,2,77,77,test,3.5865511449628684e-07,0.0037053304258733988,0.2724435031414032,0.34186598658561707,0.15171922743320465,0.2339712232351303
EXP-1908-01-21-a-i0053,3,78,78,test,1.2082227840437554e-05,1.4539888297804282e-06,0.3873024880886078,0.29056864976882935,0.16232329607009888,0.159805566072464
EXP-1908-01-21-a-i0053,3,79,79,test,2.7088487968285335e-06,1.5587240341119468e-05,0.25543347001075745,0.07715897262096405,0.41632023453712463,0.2510873079299927
EXP-1908-01-21-a-i0053,3,80,80,test,0.004826381336897612,1.6485122387166484e-06,0.3245932161808014,0.018902920186519623,0.5014534592628479,0.15505044162273407
EXP-1908-01-21-a-i0053,3,81,81,test,3.064674558572733e-08,0.00010662339627742767,0.17104628682136536,0.06273557990789413,0.4703228175640106,0.2958952784538269
EXP-1908-01-21-a-i0053,3,82,84,test,0.9872896075248718,0.9881874918937683,0.026150664314627647,0.8660187125205994,0.015313919633626938,0.09251662343740463
EXP-1908-01-21-a-i0053,3,85,85,test,0.0003519777674227953,4.056863872392569e-06,0.22716595232486725,0.15842118859291077,0.31201356649398804,0.30239927768707275
EXP-1908-01-21-a-i0053,3,86,86,test,2.9256713874532586e-16,0.00988561287522316,0.10283514857292175,0.554764986038208,0.06182511895895004,0.280574768781662
EXP-1908-01-21-a-i0053,4,87,87,test,0.0013141499366611242,7.446265226462856e-05,0.1555517464876175,0.4261992871761322,0.1077502891421318,0.3104986846446991
EXP-1908-01-21-a-i0053,4,88,88,test,0.7747453451156616,0.8570868968963623,0.0116735203191638,0.8198897242546082,0.017122333869338036,0.15131448209285736
EXP-1908-01-21-a-i0053,4,89,89,test,1.820445504563395e-05,2.0728505489842064e-07,0.2728540301322937,0.08647146821022034,0.3917822241783142,0.24889232218265533
EXP-1908-01-21-a-i0053,4,90,90,test,1.0067678886116482e-05,1.265937896732794e-07,0.2970586121082306,0.11507894843816757,0.34268152713775635,0.2451809048652649
EXP-1908-01-21-a-i0053,4,91,91,test,0.02324259653687477,1.5756188531668158e-06,0.2931487262248993,0.0616161972284317,0.4010722041130066,0.24416285753250122
EXP-1908-01-21-a-i0053,4,92,92,test,4.638168888959626e-07,3.2569553809480567e-07,0.2526012063026428,0.08636849373579025,0.39802026748657227,0.26301002502441406
EXP-1908-01-21-a-i0053,4,93,93,test,2.8803286113543436e-05,7.343513516389066e-06,0.2022504210472107,0.1344708949327469,0.3207649290561676,0.342513769865036
EXP-1908-01-21-a-i0053,4,94,94,test,0.9511421918869019,0.010088667273521423,0.21408624947071075,0.37153565883636475,0.09583151340484619,0.3185465931892395
EXP-1908-01-21-a-i0053,4,96,96,test,6.194596608111169e-06,3.3393496323697036e-07,0.16395367681980133,0.2816389501094818,0.19378961622714996,0.3606177866458893
EXP-1908-01-21-a-i0053,4,97,97,test,0.00033326001721434295,6.846451015007915e-07,0.26738500595092773,0.02302689105272293,0.5357385873794556,0.17384950816631317
EXP-1908-01-21-a-i0053,4,98,98,test,4.349847131379647e-06,1.754058985170559e-06,0.22019045054912567,0.1856304258108139,0.2629747688770294,0.3312043249607086
EXP-1908-01-21-a-i0053,4,99,99,test,7.158520531902468e-08,4.5721382235797137e-08,0.3083533048629761,0.06321064382791519,0.3458510935306549,0.2825849652290344
EXP-1908-01-21-a-i0053,4,100,101,test,0.0002594153629615903,2.320299017810612e-06,0.26839134097099304,0.15854324400424957,0.24342045187950134,0.32964494824409485
EXP-1908-01-21-a-i0053,4,102,102,test,0.006528895348310471,1.485158236391726e-07,0.31009629368782043,0.06466685980558395,0.4067242443561554,0.21851259469985962
EXP-1908-01-21-a-i0053,4,103,103,test,1.4139768609311432e-06,3.3378451007592957e-06,0.23885253071784973,0.2560659646987915,0.1969570815563202,0.3081243634223938
EXP-1908-01-21-a-i0053,4,104,104,test,1.7256236333196284e-06,1.5271508857495064e-07,0.25971218943595886,0.11473750323057175,0.3531152307987213,0.2724350690841675
EXP-1908-01-21-a-i0053,4,105,105,test,0.0036309477873146534,7.970307706273161e-06,0.2531617283821106,0.20810732245445251,0.18619905412197113,0.35253190994262695
EXP-1908-01-21-a-i0053,4,106,106,test,1.411381072102813e-05,1.90295611446345e-06,0.12285542488098145,0.3787006735801697,0.16299547255039215,0.3354484438896179
EXP-1908-01-21-a-i0053,4,107,109,test,0.9951110482215881,0.9887064695358276,0.020636968314647675,0.8779335618019104,0.011773604899644852,0.08965587615966797
EXP-1908-01-21-a-i0053,4,110,110,test,1.1107542377430946e-05,4.763008291774895e-06,0.2080676257610321,0.4041760563850403,0.12348455935716629,0.26427170634269714
EXP-1908-01-21-a-i0053,5,111,112,test,9.366797166876495e-05,2.6539811415204895e-07,0.32427331805229187,0.35007280111312866,0.12462855130434036,0.20102539658546448
EXP-1908-01-21-a-i0053,5,113,113,test,8.101395998494354e-09,0.00025328723131679,0.3109384775161743,0.28049516677856445,0.17463642358779907,0.23392993211746216
EXP-1908-01-21-a-i0053,5,114,114,test,0.0002452761691529304,4.941445240547182e-06,0.4265839159488678,0.12070325762033463,0.30075520277023315,0.15195761620998383
EXP-1908-01-21-a-i0053,5,115,116,test,1.0927840321528492e-06,6.075791134207975e-06,0.371728777885437,0.08766952157020569,0.3776901960372925,0.1629115492105484
EXP-1908-01-21-a-i0053,5,117,117,test,2.3966485969140194e-06,8.950999472290277e-05,0.32743963599205017,0.07605370879173279,0.41076958179473877,0.18573707342147827
EXP-1908-01-21-a-i0053,5,118,118,test,8.068735724009457e-07,1.5772600818309e-05,0.32520055770874023,0.24326041340827942,0.24126344919204712,0.19027560949325562
EXP-1908-01-21-a-i0053,5,119,120,test,0.44589224457740784,1.7228385331691243e-05,0.3824818730354309,0.14556115865707397,0.25126025080680847,0.22069665789604187
EXP-1908-01-21-a-i0053,5,121,121,test,6.898937954247231e-07,9.15687924134545e-05,0.2972467243671417,0.17085468769073486,0.28611597418785095,0.24578267335891724
EXP-1908-01-21-a-i0053,5,122,122,test,0.00015618922770954669,1.892606815090403e-05,0.1758728176355362,0.20453068614006042,0.19956322014331818,0.4200332462787628
EXP-1908-01-21-a-i0053,5,123,123,test,5.451252036436927e-07,0.00010556014603935182,0.14949233829975128,0.6031058430671692,0.03846963495016098,0.20893219113349915
EXP-1908-01-21-a-i0053,5,124,124,test,0.9168024063110352,0.9333707690238953,0.005371260456740856,0.8669217824935913,0.010127298533916473,0.11757965385913849
EXP-1908-01-21-a-i0053,5,125,125,test,2.2961274808580567e-12,6.234484430933662e-07,0.19722628593444824,0.6457618474960327,0.03659400716423988,0.12041782587766647
EXP-1908-01-21-a-i0053,6,126,126,test,1.1111187632195652e-05,1.17066781513131e-06,0.5669869184494019,0.14023716747760773,0.18949000537395477,0.10328591614961624
EXP-1908-01-21-a-i0053,6,127,127,test,5.588198632722197e-07,2.125824039467261e-06,0.20526276528835297,0.24301543831825256,0.22542300820350647,0.3262988328933716
EXP-1908-01-21-a-i0053,6,128,128,test,1.3586971363110933e-05,0.0013640332035720348,0.26109930872917175,0.24255290627479553,0.25300848484039307,0.24333930015563965
EXP-1908-01-21-a-i0053,6,129,129,test,0.9951297044754028,0.9941220879554749,0.00609107781201601,0.9402286410331726,0.006431932561099529,0.04724827781319618
EXP-1908-01-21-a-i0053,6,130,130,test,1.640053994833579e-07,3.440866862547409e-07,0.28635093569755554,0.4230937957763672,0.09592755138874054,0.19462774693965912
EXP-1908-01-21-a-i0053,6,131,131,test,9.453191864849941e-07,1.364060835840064e-06,0.29687628149986267,0.20737646520137787,0.2387811690568924,0.25696611404418945
EXP-1908-01-21-a-i0053,6,132,132,test,3.571859997464344e-05,1.2718698599201161e-05,0.17527487874031067,0.18689414858818054,0.23532558977603912,0.40250536799430847
EXP-1908-01-21-a-i0053,6,133,133,test,9.1901415544271e-07,2.2081471797719132e-06,0.23275965452194214,0.3411470949649811,0.12504759430885315,0.301045686006546
EXP-1908-01-21-a-i0053,6,134,134,test,1.7477837900514714e-05,0.0020878410432487726,0.20294667780399323,0.4815157949924469,0.09818573296070099,0.2173517495393753
EXP-1908-01-21-a-i0053,6,135,137,test,0.008129183202981949,0.32793331146240234,0.10852742195129395,0.6091405749320984,0.05222378298640251,0.23010815680027008
EXP-1908-01-21-a-i0053,6,138,138,test,8.72275336405437e-07,2.3752478739424987e-07,0.2804573178291321,0.29268887639045715,0.15293779969215393,0.27391600608825684
EXP-1908-01-21-a-i0053,6,139,139,test,2.8566621494974243e-06,1.271900055144215e-05,0.10147755593061447,0.6065919399261475,0.09727371484041214,0.19465674459934235
EXP-1908-01-21-a-i0053,6,140,140,test,3.00647116091568e-07,0.00013345640036277473,0.22573986649513245,0.48821330070495605,0.09228254109621048,0.19376423954963684
EXP-1908-01-21-a-i0053,6,141,142,test,0.9588003158569336,0.9357509016990662,0.051962725818157196,0.7090071439743042,0.04738568514585495,0.19164447486400604
EXP-1908-01-21-a-i0053,6,143,143,test,4.552958543513341e-08,5.601089583251451e-07,0.14900104701519012,0.7244614362716675,0.027781086042523384,0.09875641018152237
EXP-1908-01-21-a-i0053,7,144,144,test,7.205356087069958e-05,0.00011696462024701759,0.06881198287010193,0.8401027321815491,0.010626645758748055,0.0804586261510849
EXP-1908-01-21-a-i0053,7,145,145,test,1.4387457667908166e-05,0.0025324816815555096,0.10398965328931808,0.5542390942573547,0.06018565222620964,0.2815856635570526
EXP-1908-01-21-a-i0053,7,146,147,test,0.9769769310951233,0.20710454881191254,0.030714619904756546,0.7428470253944397,0.029672939330339432,0.1967654526233673
EXP-1908-01-21-a-i0053,7,148,149,test,3.3264022931689397e-05,0.0035594499204307795,0.07419919967651367,0.785245418548584,0.02074112743139267,0.11981422454118729
EXP-1908-01-21-a-i0053,7,151,153,test,0.9811708927154541,0.996841311454773,0.006435570307075977,0.9592795372009277,0.0035598021931946278,0.030725138261914253
EXP-1908-01-21-a-i0053,7,154,156,test,0.9870766997337341,0.9936275482177734,0.010074775665998459,0.9294397234916687,0.007581855170428753,0.05290362611413002
EXP-1908-01-21-a-i0053,7,157,157,test,2.2438211999542546e-06,5.515756811291794e-07,0.12515223026275635,0.7162264585494995,0.02260676585137844,0.13601456582546234
EXP-1908-01-21-a-i0053,7,158,160,test,0.0011327076936140656,9.90622652352613e-07,0.28924062848091125,0.4908033013343811,0.0765969529747963,0.14335909485816956
EXP-1908-01-21-a-i0053,7,161,162,test,2.0878665054624435e-06,1.2212506135256262e-06,0.32264626026153564,0.31835171580314636,0.13819445669651031,0.22080761194229126
EXP-1908-01-21-a-i0053,7,163,163,test,1.138240691034298e-06,1.8607561287353747e-05,0.2571789026260376,0.2222910225391388,0.28574496507644653,0.23478518426418304
EXP-1908-01-21-a-i0053,7,164,164,test,9.914894008034025e-07,0.0007438985048793256,0.18871577084064484,0.5365079641342163,0.07134890556335449,0.20342738926410675
EXP-1908-01-21-a-i0053,7,165,165,test,1.0627256415318698e-05,2.2800792010002624e-07,0.2894686162471771,0.1976574808359146,0.2813579738140106,0.23151594400405884
EXP-1908-01-21-a-i0053,7,166,168,test,0.12229987233877182,1.8346392607782036e-05,0.25521835684776306,0.1623605638742447,0.19989638030529022,0.382524698972702
EXP-1908-01-21-a-i0053,7,169,169,test,0.00013191298057790846,4.480398729356239e-06,0.18712100386619568,0.36598166823387146,0.14342530071735382,0.30347198247909546
EXP-1908-01-21-a-i0053,7,170,172,test,0.005012838169932365,0.0010071060387417674,0.16199828684329987,0.3619694709777832,0.10328520834445953,0.372747004032135
EXP-1908-01-21-a-i0053,7,173,173,test,1.1897283911821432e-05,1.0074796819026233e-06,0.16527806222438812,0.43695592880249023,0.11223100870847702,0.28553494811058044
EXP-1908-01-21-a-i0053,7,174,174,test,1.706096009002067e-05,9.169330951408483e-06,0.21387377381324768,0.14374180138111115,0.3046531081199646,0.33773133158683777
EXP-1908-01-21-a-i0053,7,175,175,test,7.790890208525525e-07,1.1964321856794413e-05,0.18991287052631378,0.09377201646566391,0.4071506857872009,0.309164434671402
EXP-1908-01-21-a-i0053,7,176,177,test,0.001470117480494082,2.8266944354982115e-05,0.19788020849227905,0.12095817178487778,0.27329185605049133,0.40786978602409363
EXP-1908-01-21-a-i0053,7,179,179,test,2.0042507458128966e-06,1.0320511591999093e-06,0.22967399656772614,0.13707956671714783,0.33111023902893066,0.3021361529827118
EXP-1908-01-21-a-i0053,7,180,184,test,0.0009212435688823462,0.01592136360704899,0.19853802025318146,0.36836299300193787,0.1595705896615982,0.27352842688560486
EXP-1908-01-21-a-i0053,7,185,185,test,2.1348758309613913e-05,6.543099880218506e-05,0.1587313562631607,0.21539153158664703,0.22033149003982544,0.4055456221103668
EXP-1908-01-21-a-i0053,7,186,192,test,0.0027698324993252754,0.00017601775471121073,0.19256852567195892,0.15054672956466675,0.25019705295562744,0.4066877067089081
EXP-1908-01-21-a-i0053,7,193,194,test,0.0002225319476565346,0.0010030966950580478,0.19306069612503052,0.3101283013820648,0.18633076548576355,0.3104803264141083
EXP-1908-01-21-a-i0053,7,195,195,test,7.107800774974748e-05,0.00032270466908812523,0.1734009087085724,0.3175612688064575,0.1704004555940628,0.3386373519897461
EXP-1908-01-21-a-i0053,7,196,196,test,9.385582234244794e-05,1.908551166707184e-05,0.21555310487747192,0.2130311131477356,0.27552857995033264,0.29588714241981506
EXP-1908-01-21-a-i0053,7,197,197,test,0.0005495661171153188,4.882960274699144e-05,0.19580969214439392,0.27354684472084045,0.19956888258457184,0.3310745656490326
EXP-1908-01-21-a-i0053,7,198,198,test,0.06576990336179733,0.02279553934931755,0.06162840127944946,0.7724933624267578,0.02699517458677292,0.1388830840587616
EXP-1908-01-21-a-i0053,7,199,199,test,0.00023022711684461683,0.0029739607125520706,0.163926362991333,0.35880517959594727,0.14321669936180115,0.3340517282485962
EXP-1908-01-21-a-i0053,7,200,200,test,0.00029198851552791893,0.0022466666996479034,0.15108254551887512,0.2798691689968109,0.1949915587902069,0.37405678629875183
EXP-1908-01-21-a-i0053,8,201,201,test,4.191500924122238e-09,8.169534453372762e-07,0.18499021232128143,0.5282281637191772,0.084226094186306,0.20255546271800995
EXP-1908-01-21-a-i0053,8,202,203,test,0.04502301290631294,2.4597044102847576e-05,0.2449338287115097,0.12310261279344559,0.3359561264514923,0.2960073947906494
EXP-1908-01-21-a-i0053,8,204,204,test,7.400393542411621e-08,2.4113764993671793e-06,0.20481771230697632,0.5628605484962463,0.06621752679347992,0.16610421240329742
EXP-1908-01-21-a-i0053,8,205,205,test,1.743247907137757e-11,4.797867950401269e-05,0.20451587438583374,0.4370538592338562,0.10214588046073914,0.2562843859195709
EXP-1908-01-21-a-i0053,9,206,208,test,0.00016700210107956082,0.015688356012105942,0.20700931549072266,0.33564913272857666,0.17118148505687714,0.28616008162498474
EXP-1908-01-21-a-i0053,9,210,210,test,1.1263151691309758e-06,1.3665200526702392e-07,0.25067010521888733,0.43625763058662415,0.10521616786718369,0.20785602927207947
EXP-1908-01-21-a-i0053,9,211,211,test,3.797595854848623e-05,8.584591341787018e-06,0.23965522646903992,0.35172247886657715,0.12531451880931854,0.283307820558548
EXP-1908-01-21-a-i0053,9,212,214,test,0.0013533590827137232,1.0862795534194447e-06,0.33693668246269226,0.27131137251853943,0.13982035219669342,0.2519316077232361
EXP-1908-01-21-a-i0053,9,215,215,test,1.3672877685166895e-05,1.7476771972724237e-05,0.22227998077869415,0.16262571513652802,0.3336828351020813,0.28141146898269653
EXP-1908-01-21-a-i0053,9,216,217,test,0.04661106690764427,0.00010873317660298198,0.1586035043001175,0.33999529480934143,0.14914438128471375,0.35225680470466614
EXP-1908-01-21-a-i0053,9,218,218,test,3.2395519156125374e-07,2.279616069245094e-07,0.2661636769771576,0.16024446487426758,0.25324782729148865,0.32034406065940857
EXP-1908-01-21-a-i0053,9,219,219,test,1.2498552450779243e-06,5.453396170196356e-06,0.17353293299674988,0.0811966210603714,0.4053846299648285,0.33988580107688904
EXP-1908-01-21-a-i0053,9,220,220,test,0.0005268648383207619,7.356390415225178e-05,0.24730618298053741,0.26337021589279175,0.13397756218910217,0.3553459942340851
EXP-1908-01-21-a-i0053,9,221,221,test,1.0875721727643395e-06,1.048641115630744e-05,0.15864472091197968,0.5085809230804443,0.08055496215820312,0.25221937894821167
EXP-1908-01-21-a-i0053,9,222,222,test,7.290326902875677e-05,0.0004694575327448547,0.10237917304039001,0.663512110710144,0.04427237808704376,0.1898362636566162
EXP-1908-01-21-a-i0053,9,223,223,test,0.033716943114995956,0.013311123475432396,0.030452290549874306,0.8665343523025513,0.013603263534605503,0.08941007405519485
EXP-1908-01-21-a-i0053,9,224,225,test,0.7319616079330444,0.9852811694145203,0.00979545433074236,0.9405107498168945,0.0057182470336556435,0.04397555813193321
EXP-1908-01-21-a-i0053,9,226,226,test,3.265747139380437e-08,1.3507481071428629e-06,0.07174834609031677,0.8315095901489258,0.015872249379754066,0.08086983859539032
EXP-1908-01-21-a-i0053,9,227,227,test,0.00014081310655456036,2.2965906509853085e-07,0.20695139467716217,0.5803176164627075,0.04727717861533165,0.16545377671718597
EXP-1908-01-21-a-i0053,9,228,228,test,3.141182605759241e-05,1.1111807651786876e-07,0.21938727796077728,0.4390605688095093,0.1451900154352188,0.19636210799217224
EXP-1908-01-21-a-i0053,9,229,229,test,1.1754390243368107e-06,0.001704603899270296,0.1412394642829895,0.1477866768836975,0.42182716727256775,0.28914669156074524
EXP-1908-01-21-a-i0053,9,230,231,test,3.9558759453939274e-05,0.006008816417306662,0.28965723514556885,0.24653734266757965,0.25332844257354736,0.21047694981098175
EXP-1908-01-21-a-i0053,9,232,232,test,2.26582346840587e-06,0.009135576896369457,0.10138207674026489,0.5815762281417847,0.08292593061923981,0.23411577939987183
EXP-1908-01-21-a-i0053,9,233,233,test,0.8335838913917542,0.9238138794898987,0.05441087856888771,0.7659072279930115,0.0511355996131897,0.1285463273525238
EXP-1908-01-21-a-i0053,9,235,235,test,1.1783458830905147e-06,1.189638282994565e-06,0.22886930406093597,0.42921847105026245,0.10180366039276123,0.2401086390018463
EXP-1908-01-21-a-i0053,9,237,237,test,0.7274578809738159,0.040820296853780746,0.07508545368909836,0.6374155282974243,0.046597860753536224,0.2409011870622635
EXP-1908-01-21-a-i0053,9,238,240,test,1.721325588732725e-07,1.922395085784956e-06,0.22920052707195282,0.07598405331373215,0.401878297328949,0.29293709993362427
EXP-1908-01-21-a-i0053,9,241,241,test,6.579224191227695e-06,6.02938871452352e-06,0.21056249737739563,0.26430124044418335,0.20775771141052246,0.31737858057022095
EXP-1908-01-21-a-i0053,9,242,242,test,1.1997102774330415e-05,0.00015402433928102255,0.2431841492652893,0.2766458988189697,0.18990589678287506,0.2902640998363495
EXP-1908-01-21-a-i0053,9,243,243,test,0.0002565202594269067,0.0002348656125832349,0.24255742132663727,0.22239112854003906,0.2159259170293808,0.31912556290626526
